Date,Open,High,Low,Close,Adj Close,Volume
3/8/2022,15747.75,16028.75,15671.4502,16013.4502,16013.4502,543600
3/9/2022,16078,16418.05078,15990,16345.34961,16345.34961,462200
3/10/2022,16757.09961,16757.30078,16447.90039,16594.90039,16594.90039,486400
3/11/2022,16528.80078,16694.40039,16470.90039,16630.44922,16630.44922,343700
3/14/2022,16633.69922,16887.94922,16606.5,16871.30078,16871.30078,314700
3/15/2022,16900.65039,16927.75,16555,16663,16663,381600
3/16/2022,16876.65039,16987.90039,16837.84961,16975.34961,16975.34961,260000
3/17/2022,17202.90039,17344.59961,17175.75,17287.05078,17287.05078,448300
3/21/2022,17329.5,17353.34961,17096.40039,17117.59961,17117.59961,285500
3/22/2022,17120.40039,17334.40039,17006.30078,17315.5,17315.5,338300
3/23/2022,17405.05078,17442.40039,17199.59961,17245.65039,17245.65039,292100
3/24/2022,17094.94922,17291.75,17091.15039,17222.75,17222.75,290300
3/25/2022,17289,17294.90039,17076.55078,17153,17153,237100
3/28/2022,17181.84961,17235.09961,17003.90039,17222,17222,253200
3/29/2022,17297.19922,17343.65039,17235.69922,17325.30078,17325.30078,235100
3/30/2022,17468.15039,17522.5,17387.19922,17498.25,17498.25,505000
3/31/2022,17519.19922,17559.80078,17435.19922,17464.75,17464.75,281100
4/1/2022,17436.90039,17703.69922,17422.69922,17670.44922,17670.44922,291800
4/4/2022,17809.09961,18114.65039,17791.40039,18053.40039,18053.40039,345500
4/5/2022,18080.59961,18095.44922,17921.55078,17957.40039,17957.40039,283500
4/6/2022,17842.75,17901,17779.84961,17807.65039,17807.65039,328800
4/7/2022,17723.30078,17787.5,17623.69922,17639.55078,17639.55078,308800
4/8/2022,17698.15039,17842.75,17600.55078,17784.34961,17784.34961,274400
4/11/2022,17740.90039,17779.05078,17650.94922,17674.94922,17674.94922,251700
4/12/2022,17584.84961,17595.30078,17442.34961,17530.30078,17530.30078,266000
4/13/2022,17599.90039,17663.65039,17457.40039,17475.65039,17475.65039,245100
4/18/2022,17183.44922,17237.75,17067.84961,17173.65039,17173.65039,376100
4/19/2022,17258.94922,17275.65039,16824.69922,16958.65039,16958.65039,401400
4/20/2022,17045.25,17186.90039,16978.94922,17136.55078,17136.55078,286100
4/21/2022,17234.59961,17414.69922,17215.5,17392.59961,17392.59961,285200
4/22/2022,17242.75,17315.30078,17149.19922,17171.94922,17171.94922,262700
4/25/2022,17009.05078,17054.30078,16888.69922,16953.94922,16953.94922,275700
4/26/2022,17121.30078,17223.84961,17064.44922,17200.80078,17200.80078,261100
4/27/2022,17073.34961,17110.69922,16958.44922,17038.40039,17038.40039,265100
4/28/2022,17189.5,17322.5,17071.05078,17245.05078,17245.05078,312900
4/29/2022,17329.25,17377.65039,17053.25,17102.55078,17102.55078,336200
5/2/2022,16924.44922,17092.25,16917.25,17069.09961,17069.09961,278200
5/4/2022,17096.59961,17132.84961,16623.94922,16677.59961,16677.59961,310600
5/5/2022,16854.75,16945.69922,16651.84961,16682.65039,16682.65039,265800
5/6/2022,16415.55078,16484.19922,16340.90039,16411.25,16411.25,300500
5/9/2022,16227.7002,16403.69922,16142.09961,16301.84961,16301.84961,288400
5/10/2022,16248.90039,16404.55078,16197.29981,16240.04981,16240.04981,283100
5/11/2022,16270.04981,16318.75,15992.59961,16167.09961,16167.09961,284300
5/12/2022,16021.09961,16041.9502,15735.75,15808,15808,314900
5/13/2022,15977,16083.59961,15740.84961,15782.15039,15782.15039,369100
5/16/2022,15845.09961,15977.9502,15739.65039,15842.29981,15842.29981,217600
5/17/2022,15912.59961,16284.25,15900.79981,16259.29981,16259.29981,295700
5/18/2022,16318.15039,16399.80078,16211.2002,16240.29981,16240.29981,290400
5/19/2022,15917.40039,15984.75,15775.2002,15809.40039,15809.40039,313900
5/20/2022,16043.79981,16283.04981,16003.84961,16266.15039,16266.15039,252400
5/23/2022,16290.9502,16414.69922,16185.75,16214.7002,16214.7002,293800
5/24/2022,16225.54981,16262.79981,16078.59961,16125.15039,16125.15039,249800
5/25/2022,16196.34961,16223.34961,16006.9502,16025.79981,16025.79981,243300
5/26/2022,16105,16204.4502,15903.7002,16170.15039,16170.15039,0
